id,scheme_name,major_component_name,sub_component_name,activity_master_name,1 Full time Accountant
6263,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),5 days training on Teaching at right level
6265,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools - NR (IX to XII),Construction of Multi purpose Hall
6266,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (Recurring),Broadband Connectivity
6267,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Foundational Literacy and Numeracy ,Teaching Learning Material (TLM) for Innovative pedagogies for Class III to V
6268,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Foundational Literacy and Numeracy ,Teachers Resource Material/ Activity Handbook for Class III to V
6269,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Foundational Literacy and Numeracy ,Capacity Building of Teachers of Class III to V
6270,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - Recurring (Hr. Secondary),Higher Secondary School - Science Subject (XI - XII)
6271,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Skill Mela
6272,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Entrepreneur Mindset Classes 
6273,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",LEP (Class VI - VIII),LEP VI - VIII
6274,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Competency Based Periodical Assessment (PAT)
6275,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Concept-Based Activity Books and Workbooks (Value Education) on SEEL
6276,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Competency Based Periodical Assessment (PAT) 
6277,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Teachers Class I to V(Government Aided Schools)
6278,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Non Recurring),Development of Equipment in Therapy center
6279,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Strengthening Components under Inclusive Education (Upto Highest Class - XII) (NR),Development of Equipment in Therapy Center
6280,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Strengthening of Physical Infrastructure for New Construction and Expansion of existing TEIs - NR,Construction of  two 100 Bedded Hostel (1 for male and 1 for Female)
6281,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Strengthening of Physical Infrastructure for New Construction and Expansion of existing TEIs - NR,Construction of 800 capacity auditorium
6282,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Tablet for Monitoring School (Primary)
6283,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),School Based Assessment
6284,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),School Based Assessment
6285,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Robotics
6286,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Virtual Reality Lab
6287,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),STEM Lab
6288,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,Virtual Reality Lab
6289,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - District Level,STEM Lab
6290,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - State Level,Robotics
6291,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - State Level,STEM Lab
6292,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Strengthening activities NR,Strengthening of Autism Centre
6293,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (Recurring) (Previous Year) (Classes IX - XII),Mentor/Tutor Guidance Cell
6294,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (NR) (Previous Year) (Classes IX -XII),Sports Equipment
6295,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools - NR (IX to XII),Strengthening of Autism Centre
6296,Elementary Education,Gender & Equity,Rani Laxmibai Atma Raksha Prashikshan,Rani Laxmibai Atma Raksha Prashikshan (up to Highest Class VIII),Rani Chennamma Atma Shakti Pradarshan Mela 
6297,Secondary Education,Gender & Equity,Rani Laxmibai Atma Raksha Prashikshan,Rani Laxmibai Atma Raksha Prashikshan (upto Highest Class X or XII),Rani Chennamma Atma Shakti Pradarshan Mela
6298,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),"UDDYAM, a new initiative for incrasing attendance of students and drop out prevention FY- 2025-26"
6299,Elementary Education,RTE Entitlements,Free Textbooks,Free Text Books,BALA painting under Pre Primary Non Recurring against 1947 schools
6300,Elementary Education,RTE Entitlements,Free Textbooks,Free Text Books,Primer/Text book for Tribal Language/Bridging Materials
6301,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre- Primary (Non- Recurring),BALA painting under Pre Primary Non Recurring against 1947 schools
6302,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Samridhi
6303,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Dictionary
6304,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Dictionary
6305,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Strengthening of Physical Infrastructure for New Construction and Expansion of existing TEIs - NR,Digital Studio
6306,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Vidyanjali
6307,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Tobacco Free Educational Institution
6308,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Historical and Geographical Exposure
6309,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Digital Solution of School Health Programme
6310,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Unified Sports for CWSN
6311,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Inclusive/CWSN club
6312,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Traditional dress for students
6313,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Academic Calendar app
6314,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Kids Adventure Garden
6315,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - State Level,Installation of DG Set in School
6316,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Intstallation of Inverter in School
6317,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Interactive Smart Book & Pen
6318,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects -NR - State Level,Kids Adventure Garden
6319,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (Recurring) (Previous Year) (Classes IX - XII),Sports Equipment
6320,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (Recurring) (Previous Year) (Classes IX - XII),Capacity Building of Warden
6321,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (Recurring) (Previous Year) (Classes IX - XII),Exposure Visit
6322,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type I (Recurring) (Previous Year)  (Classes VI -VIII),Capacity Building of Warden
6323,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type III (Recurring) (Previous Year) (Classes VI -XII),Capacity Building of Warden
6324,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Awareness of  APAAR
6325,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Eco-Adventure Camp/Adventure trek to Everest based camp for Government Schools
6326,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),School Enterprise Management System
6327,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),School Enterprise Management System
6328,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type I (Recurring) (Previous Year)  (Classes VI -VIII),KGBV Safety & security 
6329,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Strengthening of VSK
6330,Teacher Education,Teacher Education,Training of Teacher Educators,Training for Teacher Educators,10 Days Training programme for teacher educator in hybrid mode
6341,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools - NR (IX to XII),Minor Repair
6342,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Uniform for Pre Primary Students
6343,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Interactive Board
